Title,Product Number,Image,Size,Packaging,Inner Price,Case Price,UPC,Availability,Description,Features
"Round Polyester Table Cover 120"" - Black",38-0023BK,https://portofino.azureedge.net/38-0023BK.jpg,"120""",6EA/INNER / 12EA/CASE,$9.95 EA,$8.95 EA,745721057512,34 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
If wanting a full drop look, use tables that are54-66 inches round. For a puddle drop effect, use tables that are 36-42 inches round.",
"Round Polyester Table Cover 120"" - Champagne",38-0023CH,https://portofino.azureedge.net/38-0023CH.jpg,"120""",6EA/INNER / 12EA/CASE,$9.95 EA,$8.95 EA,745910734637,8 Cases and 1 Inner,"Black is always elegant. This gorgeous Table cloth saves time and money because it's polyester, easy to wash. This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Round Polyester Table Cover 120"" - Gold",38-0023GD,https://portofino.azureedge.net/38-0023GD.jpg,"120""",6EA/INNER / 12EA/CASE,$9.95 EA,$8.95 EA,745910734613,18 Cases and 0 Inner,"Black is always elegant. This gorgeous Table cloth saves time and money because it's polyester, easy to wash. This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Round Polyester Table Cover 120"" - Ivory",38-0023IV,https://portofino.azureedge.net/38-0023IV.jpg,"120""",6EA/INNER / 12EA/CASE,$9.95 EA,$8.95 EA,745721057529,9 Cases and 1 Inner,"Black is always elegant. This gorgeous Table cloth saves time and money because it's polyester, easy to wash. This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Round Polyester Table Cover 120"" - Red",38-0023RD,https://portofino.azureedge.net/38-0023RD.jpg,"120""",6EA/INNER / 12EA/CASE,$9.95 EA,$8.95 EA,745910734606,7 Cases and 0 Inner,"Black is always elegant. This gorgeous Table cloth saves time and money because it's polyester, easy to wash. This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Round Polyester Table Cover 120"" - Silver",38-0023SV,https://portofino.azureedge.net/38-0023SV.jpg,"120""",6EA/INNER / 12EA/CASE,$9.95 EA,$8.95 EA,745910734620,9 Cases and 0 Inner,"Black is always elegant. This gorgeous Table cloth saves time and money because it's polyester, easy to wash. This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Rectangle Polyester Table Cover 90"" x 156"" - Blush",38-0067BH,https://portofino.azureedge.net/38-0067BH.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910734897,7 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 156"" - Black",38-0067BK,https://portofino.azureedge.net/38-0067BK.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910724614,7 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 156"" - Champagne",38-0067CH,https://portofino.azureedge.net/38-0067CH.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910734880,8 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 156"" - Gold",38-0067GD,https://portofino.azureedge.net/38-0067GD.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910734866,9 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 156"" - Ivory",38-0067IV,https://portofino.azureedge.net/38-0067IV.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910724607,9 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 156"" - Red",38-0067RD,https://portofino.azureedge.net/38-0067RD.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910734859,5 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 156"" - Silver",38-0067SV,https://portofino.azureedge.net/38-0067SV.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910734873,10 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 156"" - White",38-0067WH,https://portofino.azureedge.net/38-0067WH.jpg,"90"" x 156""",3EA/INNER / 6EA/CASE,$9.50 EA,$8.95 EA,745910723679,22 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 132"" - Black",38-0026BK,https://portofino.azureedge.net/38-0026BK.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745721066361,27 Cases and 1 Inner,"This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Rectangle Polyester Table Cover 90"" x 132"" - Champagne",38-0026CH,https://portofino.azureedge.net/38-0026CH.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745910734835,6 Cases and 1 Inner,"This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Rectangle Polyester Table Cover 90"" x 132"" - Gold",38-0026GD,https://portofino.azureedge.net/38-0026GD.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745910734811,4 Cases and 1 Inner,"This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Rectangle Polyester Table Cover 90"" x 132"" - Ivory",38-0026IV,https://portofino.azureedge.net/38-0026IV.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745721066378,Please contact us for availability.,"This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Rectangle Polyester Table Cover 90"" x 132"" - Red",38-0026RD,https://portofino.azureedge.net/38-0026RD.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745910734804,12 Cases and 0 Inner,"This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Rectangle Polyester Table Cover 90"" x 132"" - Silver",38-0026SV,https://portofino.azureedge.net/38-0026SV.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745910734828,6 Cases and 1 Inner,"This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Rectangle Polyester Table Cover 90"" x 132"" - White",38-0026,https://portofino.azureedge.net/38-0026.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745721051442,45 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 90"" x 132"" - Blush",38-0026BH,https://portofino.azureedge.net/38-0026BH.jpg,"90"" X 132""",6EA/INNER / 12EA/CASE,$8.50 EA,$7.95 EA,745910734842,5 Cases and 0 Inner,"This Table cover is also known as a a tablecloth is a cloth used to cover a table. This can be used as an ornamental coverings at your next fabulous event, which may also help protect the table from scratches and stains. This tablecloth is designed to be spread on a dining table before laying out tableware and food. The fact that it's Polyester helps you reuse this table cloth over and over and keep a permanent collection of table cloths for your next big wedding, special party or event.",
"Round Polyester Table Cover 108"" - White",38-0022,https://portofino.azureedge.net/38-0022.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745721051404,7 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 108"" - Blush",38-0022BH,https://portofino.azureedge.net/38-0022BH.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745910734590,10 Cases and 3 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 108"" - Black",38-0022BK,https://portofino.azureedge.net/38-0022BK.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745721057499,14 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 108"" - Champagne",38-0022CH,https://portofino.azureedge.net/38-0022CH.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745910734583,9 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 108"" - Gold",38-0022GD,https://portofino.azureedge.net/38-0022GD.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745910734569,18 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 108"" - Ivory",38-0022IV,https://portofino.azureedge.net/38-0022IV.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745721057505,9 Cases and 3 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 108"" - Red",38-0022RD,https://portofino.azureedge.net/38-0022RD.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745910734552,18 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 108"" - Silver",38-0022SV,https://portofino.azureedge.net/38-0022SV.jpg,"108""",6EA/INNER / 24EA/CASE,$7.50 EA,$6.95 EA,745910734576,19 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - White",38-0021,https://portofino.azureedge.net/38-0021.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745721051398,20 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - Blush",38-0021BH,https://portofino.azureedge.net/38-0021BH.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745910734545,9 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - Black",38-0021BK,https://portofino.azureedge.net/38-0021BK.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745721057475,11 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - Champagne",38-0021CH,https://portofino.azureedge.net/38-0021CH.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745910734538,6 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - Gold",38-0021GD,https://portofino.azureedge.net/38-0021GD.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745910734514,18 Cases and 3 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - Ivory",38-0021IV,https://portofino.azureedge.net/38-0021IV.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745721057482,0 Case and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - Red",38-0021RD,https://portofino.azureedge.net/38-0021RD.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745910734507,7 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 90"" - Silver",38-0021SV,https://portofino.azureedge.net/38-0021SV.jpg,"90""",6EA/INNER / 24EA/CASE,$5.95 EA,$5.50 EA,745910734521,9 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - Black",38-0025BK,https://portofino.azureedge.net/38-0025BK.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745721057550,Please contact us for availability.,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - White",38-0025,https://portofino.azureedge.net/38-0025.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745721051435,7 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - Blush",38-0025BH,https://portofino.azureedge.net/38-0025BH.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745910734798,10 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - Champagne",38-0025CH,https://portofino.azureedge.net/38-0025CH.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745910734781,10 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - Gold",38-0025GD,https://portofino.azureedge.net/38-0025GD.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745910734767,10 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - Ivory",38-0025IV,https://portofino.azureedge.net/38-0025IV.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745721057567,5 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - Red",38-0025RD,https://portofino.azureedge.net/38-0025RD.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745910734750,9 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 126"" - Silver",38-0025SV,https://portofino.azureedge.net/38-0025SV.jpg,"60"" X 126""",6EA/INNER / 24EA/CASE,$5.25 EA,$4.95 EA,745910734774,10 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 102"" - White",38-0024,https://portofino.azureedge.net/38-0024.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745721051428,22 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 102"" - Blush",38-0024BH,https://portofino.azureedge.net/38-0024BH.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745910734743,1 Case and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 102"" - Black",38-0024BK,https://portofino.azureedge.net/38-0024BK.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745721057536,0 Case and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 Use 6 or 8 ft. rectangle tables to create a half drop look.",
"Rectangle Polyester Table Cover 60"" x 102"" - Champagne",38-0024CH,https://portofino.azureedge.net/38-0024CH.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745910734736,4 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 102"" - Gold",38-0024GD,https://portofino.azureedge.net/38-0024GD.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745910734712,14 Cases and 1 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 102"" - Ivory",38-0024IV,https://portofino.azureedge.net/38-0024IV.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745721057543,20 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 102"" - Red",38-0024RD,https://portofino.azureedge.net/38-0024RD.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745910734705,8 Cases and 2 Inners,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Rectangle Polyester Table Cover 60"" x 102"" - Silver",38-0024SV,https://portofino.azureedge.net/38-0024SV.jpg,"60"" X 102""",6EA/INNER / 24EA/CASE,$4.75 EA,$4.50 EA,745910734729,16 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
Spandex Chair Band W/Buckle 6pc/pack - Ivory,38-0069IV,https://portofino.azureedge.net/38-0069IV.jpg,,12PACK/INNER / 48PACK/CASE,$2.85 EA,$2.60 EA,745910736389,4 Cases and 0 Inner,,
Spandex Chair Band W/Buckle 6pc/pack - White,38-0069WH,https://portofino.azureedge.net/38-0069WH.jpg,,12PACK/INNER / 48PACK/CASE,$2.85 EA,$2.60 EA,745910736372,4 Cases and 0 Inner,,
Elastic Mask Rope 5mm x 100yd - Black,38-0072BK,https://portofino.azureedge.net/38-0072BK.jpg,"100yd, 5mm width",10EA/INNER / 10EA/CASE,$11.95 EA,$10.95 EA,745910736891,12 Cases and 0 Inner,,
"Round Polyester Table Cover 132"" - Champagne",38-0038CH,https://portofino.azureedge.net/38-0038CH.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745910734682,Please contact us for availability.,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 For a full drop look, use tables that are 72 inches round. If wanting a puddle drop look, use tables that are 48 and 54 inches round.",
"Round Polyester Table Cover 132"" - Red",38-0038RD,https://portofino.azureedge.net/38-0038RD.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745910734651,Please contact us for availability.,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 For a full drop look, use tables that are 72 inches round. If wanting a puddle drop look, use tables that are 48 and 54 inches round.",
"Round Polyester Table Cover 132"" - White",38-0038,https://portofino.azureedge.net/38-0038.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745721051589,15 Cases and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event. Care Intructions: Hand wash recommended. Hang dry: Do not use dryer. If ironing is needed, use a moderately warm iron.",
"Round Polyester Table Cover 132"" - Blush",38-0038BH,https://portofino.azureedge.net/38-0038BH.jpg,"132""",6EA/INNER / 12EA/CASE,$10.95 EA,$9.95 EA,745910734699,1 Case and 0 Inner,"Our Polyester Table Covers can be reused again and again easily for any and all occasions. Available in various sizes for any table. Pair them with our overlays to create different looks for any event.
 For a full drop look, use tables that are 72 inches round. If wanting a puddle drop look, use tables that are 48 and 54 inches round.",
